reference,nom,categorie,sous_categorie,prix,stock,etat,couleur,taille,pointure,marque,matiere,genre,description_courte,description,note_produit,dossier_images,statut,nb_images,nb_videos,confiance_regroupement,controle_requis,fichiers_sources,prix_min_marche,prix_max_marche,prix_a_verifier,prix_source_logique,source_web,niveau_verification
PR137,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR137.txt,PR137,draft,1,0,media_unique_a_verifier,oui,a12ea524-359e-4101-94f1-e1d731f86954.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR138,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR138.txt,PR138,draft,1,0,media_unique_a_verifier,oui,a1582843-e575-4546-98a6-57284f76cc24.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR139,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR139.txt,PR139,draft,1,0,media_unique_a_verifier,oui,a1df2002-8738-4df4-957a-ab4e7395448b.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR140,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR140.txt,PR140,draft,1,0,media_unique_a_verifier,oui,a357a73c-63ba-4412-a73d-e7d2216d5c0c.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR141,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR141.txt,PR141,draft,1,0,media_unique_a_verifier,oui,a44cad81-7ba5-44c6-9593-a2ed8fd45daa.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR142,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR142.txt,PR142,draft,1,0,media_unique_a_verifier,oui,a5472307-0c75-46e6-ac15-da92bd8042e0.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR143,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR143.txt,PR143,draft,1,0,media_unique_a_verifier,oui,a5cc6d45-ac70-419b-99a5-c71ab37a1f9a.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR144,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR144.txt,PR144,draft,1,0,media_unique_a_verifier,oui,a5d1e927-b798-48af-a5e0-9e005035d2c6.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR145,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR145.txt,PR145,draft,1,0,media_unique_a_verifier,oui,a6a8ebb4-c1cd-42f4-abd1-18334914f5d1.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR146,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR146.txt,PR146,draft,1,0,media_unique_a_verifier,oui,a96e1075-8450-44d9-8a05-85c334094758.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR147,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR147.txt,PR147,draft,1,0,media_unique_a_verifier,oui,a9a15a18-e0f7-4a1e-8896-bdad04612975.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR148,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR148.txt,PR148,draft,1,0,media_unique_a_verifier,oui,a9e7fc09-abed-4478-ba42-03e9042f6972.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
PR149,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR149.txt,PR149,draft,1,0,media_unique_a_verifier,oui,ab9e1792-0957-4528-8979-b90562f5a6c2.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR150,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR150.txt,PR150,draft,1,0,media_unique_a_verifier,oui,ad9d441d-0226-4a16-a157-f287916ebee0.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR151,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR151.txt,PR151,draft,1,0,media_unique_a_verifier,oui,b168bc29-512d-45a8-87d6-59aad548a579.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
PR152,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR152.txt,PR152,draft,1,0,media_unique_a_verifier,oui,b2ea400f-8a0c-4a25-beea-147ae8608820.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR153,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR153.txt,PR153,draft,1,0,media_unique_a_verifier,oui,b767260d-e39a-46d6-b3c8-bf731c576c96.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR154,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR154.txt,PR154,draft,1,0,media_unique_a_verifier,oui,b8cc3754-e443-4dc4-9e88-e360df37803a.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR155,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR155.txt,PR155,draft,1,0,media_unique_a_verifier,oui,b963680b-4d6c-4887-a7fe-466a7e310319.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR156,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR156.txt,PR156,draft,1,0,media_unique_a_verifier,oui,ba1d102a-2277-433d-8cb9-0d4226b99c79.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR157,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR157.txt,PR157,draft,1,0,media_unique_a_verifier,oui,bb40d42c-926c-43cb-8947-24d58d7a24d9.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR158,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR158.txt,PR158,draft,1,0,media_unique_a_verifier,oui,bb72f2e3-8e78-45f7-840f-667ada95ab48.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
PR159,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR159.txt,PR159,draft,1,0,media_unique_a_verifier,oui,bc8879f6-c18b-4463-a785-5a0a8c8444da.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR160,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR160.txt,PR160,draft,1,0,media_unique_a_verifier,oui,bd88efc5-7746-4d1f-bef6-46f4a680f627.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR161,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR161.txt,PR161,draft,1,0,media_unique_a_verifier,oui,be634c33-deee-4988-a151-7d4ad91a2c83.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR162,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR162.txt,PR162,draft,1,0,media_unique_a_verifier,oui,bfa3c4ca-eb9e-4f8c-9215-0ab0b05c2f3a.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR163,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR163.txt,PR163,draft,1,0,media_unique_a_verifier,oui,c047c5bd-6554-4833-82d3-60fa248c2d78.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR164,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR164.txt,PR164,draft,1,0,media_unique_a_verifier,oui,c1313039-03db-4ee8-b9a5-aa08bb060db8.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR165,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR165.txt,PR165,draft,1,0,media_unique_a_verifier,oui,c13d5c96-71ee-4a63-8979-afac462ddc19.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR166,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR166.txt,PR166,draft,1,0,media_unique_a_verifier,oui,c14b3dc0-0f54-481d-8718-1da672fe07ac.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR167,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR167.txt,PR167,draft,1,0,media_unique_a_verifier,oui,c1f06fd5-06b8-4b4d-9689-c5937bebd507.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR168,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR168.txt,PR168,draft,1,0,media_unique_a_verifier,oui,c5186698-d8c1-4abd-9885-2b26f23b2948.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR169,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR169.txt,PR169,draft,1,0,media_unique_a_verifier,oui,c54c3254-d15e-4534-8edb-69c76eae25a7.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR170,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR170.txt,PR170,draft,1,0,media_unique_a_verifier,oui,c5657fcf-5a21-4310-8106-ae87fcd9df1e.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR171,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR171.txt,PR171,draft,1,0,media_unique_a_verifier,oui,c574b61f-245e-4919-985a-18933c6f8c9f.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR172,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR172.txt,PR172,draft,1,0,media_unique_a_verifier,oui,c5fa05d2-a05d-4db0-b640-3f73a58bd8cd.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR173,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR173.txt,PR173,draft,1,0,media_unique_a_verifier,oui,c7f08481-8a6b-4ce4-9575-d120ff50e325.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR174,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR174.txt,PR174,draft,1,0,media_unique_a_verifier,oui,c8f105fb-b54a-41f4-8df2-66184d266a9e.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR175,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR175.txt,PR175,draft,1,0,media_unique_a_verifier,oui,c92f434a-4fc3-436f-bec1-3bcf18c92ab5.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR176,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR176.txt,PR176,draft,1,0,media_unique_a_verifier,oui,cacc1c73-1e9f-40ec-b482-686796a8ed77.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR177,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR177.txt,PR177,draft,1,0,media_unique_a_verifier,oui,caf4c5d2-00cd-4cf5-acba-7e167f151b6e.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR178,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR178.txt,PR178,draft,1,0,media_unique_a_verifier,oui,cb3336a8-451b-419a-8be5-39b84c4a5375.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
